_seq,step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/dump_rollout_generations,timing_s/step,timing_s/stop_profile,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/save_checkpoint
151,151,3983.0,6823.0,2840.0,4454.0,5190.0,4685.125,0.1961241066455841,2.873968333005905e-05,0.004641759986043326,2.2034651351532375e-05,0.0,2.046875,0.0299604973375088,24.715353965759277,28.275390625,138.82548570632935,1e-06,151.0,0.0,6.0625,10.0,-3.5,6.0625,10.0,-3.5,0.018554016947746277,0.7071066498756409,-0.7071066498756409,0.018554016947746277,0.7071066498756409,-0.7071066498756409,699.09375,2048.0,323.0,0.03125,699.09375,2048.0,323.0,0.03125,0.0,472.1875,832.0,292.0,0.0,5.918741226196289e-05,16.588342666625977,34.31344985961914,11.463132858276367,0.125,41.823585556820035,82.80473360233009,6.4650871604681015,0.00266319140791893,50.27857166342437,0.07248877175152302,181.45186105929315,4.922598600387573e-05,1.3414415747558597,7.10544384599912e-05,1.8695447479692475,37481.0,181.45186105929315,25.82020913232209,
152,152,3916.0,6677.0,2761.0,4760.0,5706.0,5246.75,0.1980966329574585,3.7550926208496094e-05,0.002684279479581164,-0.00013633933286882893,0.0,1.4765625,0.03314754705473698,24.715353965759277,28.275390625,136.4405632019043,1e-06,152.0,0.0,4.75,10.0,-10.0,4.75,10.0,-10.0,-0.07756728678941727,0.7071067094802856,-0.7071067094802856,-0.07756728678941727,0.7071067094802856,-0.7071067094802856,859.1875,2048.0,349.0,0.125,859.1875,2048.0,349.0,0.125,0.0,452.5,841.0,238.0,0.0,5.984306335449219e-05,22.18181800842285,34.24946594238281,10.80046558380127,0.125,40.693662099540234,67.86787883378565,6.565648976713419,0.0031723566353321075,51.601956512779,0.07562331110239029,166.81264490820467,5.094707012176514e-05,1.229379056386787,7.557908789565225e-05,1.4800924601564063,41974.0,166.81264490820467,31.452951320850012,
153,153,4306.0,6748.0,2442.0,4997.0,5475.0,5266.25,0.20447157323360443,0.00016285618767142296,0.003592318476876244,9.077468173757097e-05,0.0,1.9140625,0.033652885031775645,24.715353965759277,28.275390625,136.64425325393677,1e-06,153.0,0.0,5.984375,10.0,-9.0,5.984375,10.0,-9.0,0.0017349987756460905,0.7071067690849304,-0.7071067690849304,0.0017349987756460905,0.7071067690849304,-0.7071067690849304,853.3125,2048.0,403.0,0.09375,853.3125,2048.0,403.0,0.09375,0.0,463.25,743.0,314.0,0.0,5.840696394443512e-05,22.99430274963379,34.223793029785156,10.885169982910156,0.125,40.64301818981767,85.15083835460246,6.61747919768095,0.0033264365047216415,51.060810504481196,0.0976315438747406,183.57796569168568,4.984810948371887e-05,1.2119822099330928,7.895648005510661e-05,1.4884281179893675,42130.0,183.57796569168568,28.686721634362847,
154,154,3599.0,7579.0,3980.0,4638.0,5341.0,5018.875,0.2138296216726303,4.542991518974304e-05,0.0037337402663979447,2.6836407598596068e-05,0.0,1.703125,0.032082812422735446,24.715353965759277,28.275390625,136.51956176757812,1e-06,154.0,0.0,5.46875,10.0,-10.0,5.46875,10.0,-10.0,0.009603489190340042,0.7071067094802856,-0.7071067094802856,0.009603489190340042,0.7071067094802856,-0.7071067094802856,839.84375,2048.0,379.0,0.125,839.84375,2048.0,379.0,0.125,0.0,414.875,665.0,328.0,0.0,6.503984332084656e-05,22.066667556762695,34.59537887573242,11.158966064453125,0.125,41.040921268984675,64.91534229554236,6.5633673295378685,0.005933411419391632,50.9770537763834,0.08593479916453362,163.59812237136066,5.808286368846893e-05,1.2696334780300216,0.00014777742570276287,1.5271040472180344,40151.0,163.59812237136066,30.678072139528417,
155,155,3735.0,6900.0,3165.0,4543.0,5085.0,4798.125,0.2108374834060669,0.00013941805809736252,0.003366960478160763,8.405477217365842e-06,0.0,1.576171875,0.030392047161173944,24.715353965759277,28.275390625,136.52468347549438,1e-06,155.0,0.0,7.234375,10.0,-1.0,7.234375,10.0,-1.0,-0.061822228133678436,0.7071064114570618,-0.7071064114570618,-0.061822228133678436,0.7071064114570618,-0.7071064114570618,820.65625,2048.0,337.0,0.09375,820.65625,2048.0,337.0,0.09375,0.0,378.875,502.0,236.0,0.0,6.28102570772171e-05,21.828702926635742,34.183815002441406,11.247435569763184,0.125,40.553832821547985,70.6420428454876,6.541832087561488,0.00421137735247612,51.10146631114185,0.07682238705456257,168.92828464321792,6.369128823280334e-05,1.3312873859878038,0.00010971414230757119,1.5442607982006773,38385.0,168.92828464321792,28.40332517514043,57.150937935337424
156,156,3931.0,6124.0,2193.0,5393.0,5515.0,5459.75,0.2120964080095291,1.2634322047233582e-05,0.004457641851331573,-0.00038223163426209794,0.0,1.966796875,0.03455142075859138,24.715353965759277,28.275390625,138.5903081893921,1e-06,156.0,0.0,4.875,10.0,-10.0,4.875,10.0,-10.0,-0.09536486864089966,0.7071067690849304,-0.7071067690849304,-0.09536486864089966,0.7071067690849304,-0.7071067690849304,886.0625,2048.0,313.0,0.125,886.0625,2048.0,313.0,0.125,0.0,478.875,845.0,245.0,0.0,9.734556078910828e-05,24.784229278564453,33.96255874633789,12.636265754699707,0.125,41.09846747852862,74.70763795264065,6.67481842264533,0.006721349433064461,51.623627504333854,0.08721829205751419,174.2071190085262,5.68293035030365e-05,1.1819137209655628,0.0001538840934352411,1.449476880811477,43678.0,174.2071190085262,31.340567659194132,
157,157,4062.0,6505.0,2443.0,5208.0,5665.0,5395.875,0.20858097076416016,8.749449625611305e-05,0.004266826890670927,6.06649071528409e-05,0.0,1.947265625,0.034691915207515134,24.715353965759277,28.275390625,136.27997875213623,1e-06,157.0,0.0,5.65625,10.0,-10.0,5.65625,10.0,-10.0,0.03980330750346184,0.7071067094802856,-0.7071067094802856,0.03980330750346184,0.7071067094802856,-0.7071067094802856,843.28125,2048.0,421.0,0.03125,843.28125,2048.0,421.0,0.03125,0.0,505.6875,1007.0,270.0,0.0,5.626119673252106e-05,22.534404754638672,33.4202766418457,13.125221252441406,0.125,39.83735473267734,83.43516319990158,6.5404767114669085,0.0065296366810798645,50.69697709567845,0.07557668723165989,180.60251405276358,9.990483522415161e-05,1.1744382768243902,0.0001512645465536142,1.4762777369900812,43167.0,180.60251405276358,29.87707578878763,
158,158,4045.0,7761.0,3716.0,5623.0,5696.0,5659.125,0.22598829865455627,0.00020237406715750694,0.0036190302816976327,-6.509145703148533e-05,0.0,1.83984375,0.03546757803446676,24.715353965759277,28.275390625,136.50638628005981,1e-06,158.0,0.0,2.890625,9.0,-10.0,2.890625,9.0,-10.0,-0.011876404285430908,0.7071067690849304,-0.7071067690849304,-0.011876404285430908,0.7071067690849304,-0.7071067690849304,980.53125,2048.0,373.0,0.15625,980.53125,2048.0,373.0,0.15625,0.0,434.25,605.0,310.0,0.0,6.977654993534088e-05,26.69256019592285,34.643253326416016,10.954654693603516,0.125,41.49042648822069,81.41307462006807,6.679595364257693,0.017575904726982117,52.56442103162408,0.0852225162088871,182.2582252845168,5.624443292617798e-05,1.1610545144263487,0.000388220456496855,1.3223197401988938,45273.0,182.2582252845168,31.050038982689212,
159,159,3606.0,7858.0,4252.0,5395.0,5737.0,5469.375,0.17626745998859406,0.00010801060125231743,0.0030552616735803895,-0.00030537419803522425,0.0,1.84765625,0.03462258159918648,24.788131713867188,28.275390625,136.548819065094,1e-06,159.0,0.0,5.875,10.0,-10.0,5.875,10.0,-10.0,0.017667796462774277,0.7071066498756409,-0.7071066498756409,0.017667796462774277,0.7071066498756409,-0.7071066498756409,842.96875,2048.0,331.0,0.03125,842.96875,2048.0,331.0,0.03125,0.0,524.375,1078.0,307.0,0.0,6.980448961257935e-05,21.886045455932617,33.858604431152344,11.113687515258789,0.125,40.179073214530945,66.73178564757109,6.639361599460244,0.004785006865859032,51.75603134743869,0.1273128278553486,165.44877022132277,5.099736154079437e-05,1.1828598182479417,0.00010935908732394085,1.4894929829297847,43755.0,165.44877022132277,33.0578159794331,
160,160,4127.0,6620.0,2493.0,4688.0,5289.0,4896.125,0.2012263387441635,6.480421870946884e-05,0.0030294440330180805,2.5448706992392545e-05,0.0,1.638671875,0.03128602122019504,24.788131713867188,28.275390625,136.47772121429443,1e-06,160.0,0.0,6.234375,10.0,-6.0,6.234375,10.0,-6.0,-0.04945939779281616,0.7071067094802856,-0.7071067094802856,-0.04945939779281616,0.7071067094802856,-0.7071067094802856,817.59375,2048.0,422.0,0.0625,817.59375,2048.0,422.0,0.0625,0.0,406.4375,576.0,290.0,0.0,6.753019988536835e-05,20.26634407043457,34.39216232299805,14.737417221069336,0.125,40.786181561648846,67.47085894457996,6.4949216693639755,0.006896203383803368,50.53820694051683,0.07049028389155865,165.3813045732677,6.319954991340637e-05,1.290260331908316,0.00017606278903733481,1.5589260238370541,39169.0,165.3813045732677,29.605069403905354,57.84986591339111
161,161,3645.0,8152.0,4507.0,4986.0,5255.0,5155.75,0.2176990509033203,8.936785161495209e-05,0.003148450765365851,0.000396154310806196,0.0,1.6015625,0.033011920256777155,24.788131713867188,28.275390625,138.32969427108765,1e-06,161.0,0.0,6.328125,10.0,-10.0,6.328125,10.0,-10.0,-0.08209102600812912,0.7071067094802856,-0.7071067094802856,-0.08209102600812912,0.7071067094802856,-0.7071067094802856,904.4375,2048.0,388.0,0.09375,904.4375,2048.0,388.0,0.09375,0.0,384.5,592.0,272.0,0.0,8.633919060230255e-05,23.594606399536133,34.45037841796875,10.91775894165039,0.125,41.58924316614866,72.8941918797791,6.531876962631941,0.00390784814953804,50.95844174735248,0.10963989980518818,172.09325607679784,0.00010136514902114868,1.235475967302344,9.474490010032586e-05,1.4369858049253217,41246.0,172.09325607679784,29.959047306881157,
162,162,4342.0,6266.0,1924.0,5147.0,5377.0,5254.5,0.2037012279033661,5.881302058696747e-05,0.0036817682539549423,0.00037938202801512944,0.0,1.8828125,0.033375006073584984,24.788131713867188,28.275390625,136.54647064208984,1e-06,162.0,0.0,6.15625,10.0,-10.0,6.15625,10.0,-10.0,-0.062470074743032455,0.7071067094802856,-0.7071067094802856,-0.062470074743032455,0.7071067094802856,-0.7071067094802856,846.8125,2048.0,290.0,0.0625,846.8125,2048.0,290.0,0.0625,0.0,466.8125,766.0,278.0,0.0,5.9913843870162964e-05,25.502822875976562,33.36929702758789,16.21210289001465,0.125,39.88827787525952,76.16676287725568,6.565097162500024,0.004353083670139313,51.34220545180142,0.08202573098242283,174.06080047227442,5.525723099708557e-05,1.2213865603720957,0.00010355608692880657,1.472000807264725,42036.0,174.06080047227442,30.187727424802762,
163,163,3767.0,7475.0,3708.0,5190.0,5430.0,5332.5,0.22129584848880768,0.00012689316645264626,0.00299194685612747,1.8808147245863438e-05,0.0,1.751953125,0.03360180337223007,24.788131713867188,28.275390625,136.29090881347656,1e-06,163.0,0.0,4.421875,10.0,-10.0,4.421875,10.0,-10.0,-0.07901633530855179,0.7071067094802856,-0.7071067094802856,-0.07901633530855179,0.7071067094802856,-0.7071067094802856,907.75,2048.0,408.0,0.125,907.75,2048.0,408.0,0.125,0.0,425.375,688.0,303.0,0.0,6.087310612201691e-05,23.555809020996094,34.45475387573242,11.775405883789062,0.125,40.69256389327347,63.432819398120046,6.65996540337801,0.004348643124103546,51.83447493240237,0.07474097982048988,162.70410107821226,5.322881042957306e-05,1.2150603594093383,0.00010193725091663259,1.400873171759621,42660.0,162.70410107821226,32.774219977630764,
164,164,3142.0,6886.0,3744.0,4291.0,4816.0,4506.375,0.19772830605506897,0.0001260959543287754,0.0042123749444726855,0.00016455916301083562,0.0,2.041015625,0.028719996604841733,24.788131713867188,28.275390625,136.55609464645386,1e-06,164.0,0.0,6.15625,10.0,-10.0,6.15625,10.0,-10.0,-0.06374423205852509,0.7071067094802856,-0.7071067094802856,-0.06374423205852509,0.7071067094802856,-0.7071067094802856,757.78125,2048.0,358.0,0.03125,757.78125,2048.0,358.0,0.03125,0.0,368.8125,554.0,268.0,0.0,7.125735282897949e-05,19.056861877441406,34.152713775634766,8.63792610168457,0.125,40.44427355192602,89.33171463571489,6.476051855832338,0.0074478983879089355,50.53721819072962,0.08030226454138756,186.88190578855574,4.860386252403259e-05,1.4018256966722038,0.00020659339235829617,1.667873873228835,36051.0,186.88190578855574,24.11349017972162,
165,165,3638.0,6214.0,2576.0,4257.0,5130.0,4604.75,0.20621179044246674,3.419257700443268e-05,0.0044352955501381075,-2.9940737451994437e-05,0.0,1.908203125,0.02927378469909219,24.788131713867188,28.275390625,136.45611763000488,1e-06,165.0,0.0,4.75,10.0,-10.0,4.75,10.0,-10.0,-0.03088555671274662,0.7071067094802856,-0.7071067094802856,-0.03088555671274662,0.7071067094802856,-0.7071067094802856,745.5,2048.0,339.0,0.0625,745.5,2048.0,339.0,0.0625,0.0,405.6875,655.0,271.0,0.0,6.476975977420807e-05,18.963939666748047,33.546112060546875,10.7022705078125,0.125,39.908852845430374,70.2823686171323,6.476866962388158,0.005811180919408798,50.56033178791404,0.07874302752315998,167.32487855665386,0.00011601299047470093,1.3725047990638481,0.00015774963134287416,1.6729063063979868,36838.0,167.32487855665386,27.51981677632532,62.21561401709914
166,166,3571.0,5850.0,2279.0,4380.0,5184.0,4723.625,0.18693998456001282,1.736590638756752e-05,0.0039742827975715045,-4.840758748514418e-05,0.0,1.775390625,0.030110667119849433,24.788131713867188,28.275390625,139.07644271850586,1e-06,166.0,0.0,6.390625,10.0,-10.0,6.390625,10.0,-10.0,0.08850280195474625,0.7071066498756409,-0.7071066498756409,0.08850280195474625,0.7071066498756409,-0.7071066498756409,747.53125,2048.0,357.0,0.03125,747.53125,2048.0,357.0,0.03125,0.0,433.375,894.0,316.0,0.0,6.042793393135071e-05,20.277088165283203,33.23999786376953,10.28614616394043,0.125,40.34585680998862,67.76659686118364,6.547280486673117,0.007776232436299324,50.65370209701359,0.08671213872730732,165.4191167447716,0.00012473389506340027,1.340435102728667,0.00020578031798405155,1.6866291881605542,37789.0,165.4191167447716,28.555496444151455,
167,167,3413.0,6576.0,3163.0,4547.0,5155.0,4736.875,0.20700830221176147,2.179434522986412e-05,0.0032161770250240806,-0.0001798321064825359,0.0,1.478515625,0.029711946841304463,24.788131713867188,28.275390625,137.15281677246094,1e-06,167.0,0.0,6.796875,10.0,-2.5,6.796875,10.0,-2.5,-0.09744946658611298,0.7071067094802856,-0.7071067094802856,-0.09744946658611298,0.7071067094802856,-0.7071067094802856,776.40625,2048.0,355.0,0.03125,776.40625,2048.0,355.0,0.03125,0.0,407.8125,539.0,292.0,0.0,7.146410644054413e-05,19.022146224975586,33.70022201538086,10.111350059509277,0.125,40.1616775020957,78.46960043907166,6.507321957498789,0.007044561207294464,51.37244105525315,0.10935304500162601,176.63730967231095,5.067884922027588e-05,1.3556522247065088,0.00018589685201990933,1.616489333954345,37895.0,176.63730967231095,26.81695621829625,
168,168,3727.0,5570.0,1843.0,4587.0,5181.0,4849.625,0.1849023699760437,0.00011141551658511162,0.0032795779861771734,1.8421511718713646e-05,0.0,1.763671875,0.030861480516855052,24.788131713867188,28.275390625,137.3778305053711,1e-06,168.0,0.0,6.0,10.0,-10.0,6.0,10.0,-10.0,0.06729110330343246,0.7071067094802856,-0.7071067094802856,0.06729110330343246,0.7071067094802856,-0.7071067094802856,804.53125,2048.0,361.0,0.0625,804.53125,2048.0,361.0,0.0625,0.0,407.875,524.0,252.0,0.0,6.947852671146393e-05,22.29750633239746,33.1513557434082,12.866146087646484,0.125,39.53006215952337,55.41437532007694,6.544940995052457,0.007503556087613106,50.786666510626674,0.07891964353621006,152.36931803636253,5.7674944400787354e-05,1.309035917999502,0.0001934055748540636,1.5354461899212806,38797.0,152.36931803636253,31.828094149785787,
169,169,3892.0,6108.0,2216.0,4377.0,5248.0,4664.75,0.1947679966688156,0.00012081442400813103,0.003316235659440281,0.00011671992537287679,0.0,1.626953125,0.029700795663789185,24.788131713867188,28.275390625,137.42253875732422,1e-06,169.0,0.0,5.421875,10.0,-10.0,5.421875,10.0,-10.0,0.046814706176519394,0.7071067094802856,-0.7071067094802856,0.046814706176519394,0.7071067094802856,-0.7071067094802856,746.25,2048.0,395.0,0.03125,746.25,2048.0,395.0,0.03125,0.0,419.9375,892.0,317.0,0.0,8.580833673477173e-05,18.612083435058594,32.86103439331055,10.949023246765137,0.125,39.42184583097696,72.7202701754868,6.461295876652002,0.0037271548062562943,50.46607175283134,0.0715344250202179,169.15341802872717,4.959292709827423e-05,1.3523251983715991,9.987552404352575e-05,1.650831064948784,37318.0,169.15341802872717,27.577036600039555,
170,170,4070.0,6868.0,2798.0,5016.0,5488.0,5243.25,0.21037638187408447,8.840765804052353e-05,0.0023180615480669076,0.00036401247726303154,0.0,1.529296875,0.033083304175952066,24.788131713867188,28.275390625,137.4151725769043,1e-06,170.0,0.0,5.609375,8.0,-10.0,5.609375,8.0,-10.0,-0.011373215354979038,0.7071067094802856,-0.7071067094802856,-0.011373215354979038,0.7071067094802856,-0.7071067094802856,852.9375,2048.0,383.0,0.09375,852.9375,2048.0,383.0,0.09375,0.0,457.875,585.0,310.0,0.0,6.480887532234192e-05,22.939802169799805,34.31256103515625,13.278236389160156,0.125,40.6347376909107,69.31246990710497,6.585476601496339,0.013817951083183289,51.591326804831624,0.18051154725253582,168.32389962673187,6.27078115940094e-05,1.229946283431832,0.0003294223783717944,1.488779134275324,41946.0,168.32389962673187,31.149765491574367,60.29127192683518
171,171,3504.0,5643.0,2139.0,4463.0,5293.0,4680.0,0.1939547061920166,0.00012675998732447624,0.0031577938152622664,5.321745703845693e-05,0.0,1.4609375,0.02980604635446887,24.788131713867188,28.275390625,139.76979160308838,1e-06,171.0,0.0,6.046875,9.0,-10.0,6.046875,9.0,-10.0,-0.028928501531481743,0.7071067094802856,-0.7071067094802856,-0.028928501531481743,0.7071067094802856,-0.7071067094802856,768.4375,2048.0,427.0,0.0625,768.4375,2048.0,427.0,0.0625,0.0,401.5625,699.0,283.0,0.0,6.158091127872467e-05,19.296783447265625,33.1705436706543,9.08897590637207,0.125,40.38206430710852,74.2639688346535,6.4759198892861605,0.005255058407783508,50.53701454401016,0.07807039283216,171.74999647401273,0.00012270547449588776,1.3498134226498442,0.00014035946601985866,1.6422148965883905,37440.0,171.74999647401273,27.248908856356948,
172,172,4485.0,7330.0,2845.0,5745.0,5845.0,5797.375,0.21505458652973175,9.6871517598629e-06,0.003971687769080745,0.00029077684526157555,0.0,1.6640625,0.0368116766755386,24.788131713867188,28.275390625,138.26861906051636,1e-06,172.0,0.0,5.53125,8.0,-10.0,5.53125,8.0,-10.0,0.01891903392970562,0.7071067094802856,-0.7071067094802856,0.01891903392970562,0.7071067094802856,-0.7071067094802856,992.78125,2048.0,415.0,0.1875,992.78125,2048.0,415.0,0.1875,0.0,456.5625,746.0,290.0,0.0,5.616806447505951e-05,28.30878257751465,34.74766159057617,13.639460563659668,0.125,41.40673514083028,93.17628275044262,6.660253148525953,0.003980569541454315,51.88423231057823,0.10618783719837666,193.24293944239616,4.94588166475296e-05,1.1187009704947979,8.582698077695327e-05,1.3033691693421348,46379.0,193.24293944239616,30.000449262096538,
173,173,3340.0,6103.0,2763.0,4057.0,5430.0,4344.75,0.19773508608341217,-1.2065749615430832e-05,0.0036357739354571095,-0.0001386685916031638,0.0,1.82421875,0.02763261299868535,24.788131713867188,28.275390625,137.54111576080322,1e-06,173.0,0.0,7.0625,8.0,-1.5,7.0625,8.0,-1.5,0.006357138976454735,0.7071066498756409,-0.7071066498756409,0.006357138976454735,0.7071066498756409,-0.7071066498756409,667.375,2048.0,385.0,0.03125,667.375,2048.0,385.0,0.03125,0.0,418.8125,812.0,297.0,0.0,5.853921175003052e-05,16.514972686767578,33.05638885498047,9.823848724365234,0.125,39.357683850452304,80.25326350517571,6.457762315869331,0.002864699810743332,50.35094655491412,0.08319762535393238,176.5101375412196,5.441159009933472e-05,1.4486146082891453,8.241843059851924e-05,1.8429333138439925,34758.0,176.5101375412196,24.614733524783475,
174,174,3599.0,6526.0,2927.0,4250.0,5175.0,4571.75,0.2046213299036026,6.062304601073265e-05,0.004296903713111533,0.00033647301967931753,0.0,1.857421875,0.02892298395336431,24.788131713867188,28.275390625,137.21530294418335,1e-06,174.0,0.0,5.609375,10.0,-10.0,5.609375,10.0,-10.0,0.00280145276337862,0.7071067690849304,-0.7071067690849304,0.00280145276337862,0.7071067690849304,-0.7071067690849304,773.0,2048.0,321.0,0.09375,773.0,2048.0,321.0,0.09375,0.0,369.9375,648.0,254.0,0.0,6.358698010444641e-05,20.815746307373047,33.5658073425293,11.402524948120117,0.125,39.92581710033119,64.38000900670886,6.473150389268994,0.0031561441719532013,51.62519318796694,0.07310175150632858,162.48556538298726,4.933401942253113e-05,1.4115271282322672,8.629474960226394e-05,1.6140773407313707,36574.0,162.48556538298726,28.13634546074378,
175,175,3476.0,6743.0,3267.0,4628.0,5154.0,4920.5,0.21548259258270264,3.825407475233078e-05,0.0036234580729797017,-0.00019078708434250302,0.0,1.736328125,0.031030077015492978,24.788131713867188,28.275390625,137.3994255065918,1e-06,175.0,0.0,4.609375,9.0,-10.0,4.609375,9.0,-10.0,-0.044211555272340775,0.7071067690849304,-0.7071067690849304,-0.044211555272340775,0.7071067690849304,-0.7071067690849304,794.6875,2048.0,324.0,0.0625,794.6875,2048.0,324.0,0.0625,0.0,435.4375,681.0,261.0,0.0,5.8712437748908997e-05,22.31051254272461,33.729305267333984,9.446117401123047,0.125,40.73822374269366,106.70063222572207,6.570935962721705,0.004813876003026962,51.44740579649806,0.0886217001825571,205.55664371326566,6.655044853687286e-05,1.3069659027664378,0.00012229133225858557,1.6019749800508716,39364.0,205.55664371326566,23.93744084897439,57.818645829334855
176,176,3462.0,5388.0,1926.0,4131.0,4598.0,4380.0,0.19995954632759094,0.00017120270058512688,0.00411046578483365,-0.0003087721726728887,0.0,1.806640625,0.02777695762560589,24.788131713867188,28.275390625,138.29750728607178,1e-06,176.0,0.0,6.90625,10.0,-3.0,6.90625,10.0,-3.0,-0.04039976745843887,0.7071067094802856,-0.7071067094802856,-0.04039976745843887,0.7071067094802856,-0.7071067094802856,695.1875,1610.0,292.0,0.0,695.1875,1610.0,292.0,0.0,0.0,399.8125,645.0,269.0,0.0,6.067194044589996e-05,18.131439208984375,26.11865234375,9.625848770141602,0.125,33.56516714207828,69.08687647990882,6.523508625105023,0.0046677980571985245,50.44290357455611,0.11608480103313923,159.7497565653175,5.507655441761017e-05,1.4395805814656424,0.00013321341487438712,1.5088180860414582,35040.0,159.7497565653175,27.417882156265648,
177,177,3625.0,7737.0,4112.0,4913.0,5121.0,5010.0,0.20265914499759674,6.585801020264626e-05,0.004475602307138615,0.00025114339689480403,0.0,2.130859375,0.03209300057887951,24.788131713867188,28.275390625,136.7653570175171,1e-06,177.0,0.0,5.96875,10.0,-10.0,5.96875,10.0,-10.0,0.07185086607933044,0.7071067094802856,-0.7071067094802856,0.07185086607933044,0.7071067094802856,-0.7071067094802856,798.375,2048.0,337.0,0.0625,798.375,2048.0,337.0,0.0625,0.0,454.125,946.0,304.0,0.0,5.936436355113983e-05,22.126283645629883,34.03994369506836,11.939007759094238,0.125,40.89852673187852,72.23744440451264,6.505067370831966,0.004665067419409752,50.680020133033395,0.08037291653454304,170.4112584348768,5.237199366092682e-05,1.264471560205424,0.00011639389768986408,1.6008504278956677,40080.0,170.4112584348768,29.3994660095453,
178,178,4494.0,7584.0,3090.0,5603.0,6004.0,5913.375,0.21204999089241028,3.356020897626877e-05,0.0021051355834060814,7.148981512727914e-05,0.0,1.142578125,0.03722389702525951,24.788131713867188,28.275390625,136.52624130249023,1e-06,178.0,0.0,6.3125,9.0,-10.0,6.3125,9.0,-10.0,0.0020199259743094444,0.7071067690849304,-0.7071067690849304,0.0020199259743094444,0.7071067690849304,-0.7071067690849304,929.84375,2048.0,467.0,0.125,929.84375,2048.0,467.0,0.125,0.0,548.5,1093.0,302.0,0.0,5.83697110414505e-05,27.05663299560547,34.03377151489258,10.829334259033203,0.125,40.71032376587391,91.30472934432328,6.687547355890274,0.003182288259267807,52.26738589257002,0.0786779634654522,191.05654167197645,5.6201592087745667e-05,1.1048552200006345,6.726886632565597e-05,1.3681842972903346,47307.0,191.05654167197645,30.95091614372791,
179,179,3625.0,7730.0,4105.0,5326.0,5561.0,5493.25,0.21613934636116028,6.528617814183235e-05,0.00333990465333045,-6.031954029594999e-05,0.0,1.330078125,0.034594210740331595,24.788131713867188,28.275390625,136.29683780670166,1e-06,179.0,0.0,5.40625,10.0,-10.0,5.40625,10.0,-10.0,-0.09592195600271225,0.7071067094802856,-0.7071067094802856,-0.09592195600271225,0.7071067094802856,-0.7071067094802856,965.0,2048.0,392.0,0.1875,965.0,2048.0,392.0,0.1875,0.0,408.3125,610.0,250.0,0.0,6.502680480480194e-05,27.84661293029785,34.65673828125,13.553902626037598,0.125,41.059135884046555,77.09855002723634,6.6803983971476555,0.0034622512757778168,52.06924622505903,0.12536856904625893,177.04066305980086,6.374157965183258e-05,1.1848460889514183,7.878421871792238e-05,1.3296352294056526,43946.0,177.04066305980086,31.0281824811314,
180,180,3433.0,6444.0,3011.0,3775.0,4830.0,4179.5,0.19714967906475067,2.087373286485672e-05,0.002673295233762474,8.066211256618772e-05,0.0,1.796875,0.026621713224380415,24.788131713867188,28.275390625,136.54605913162231,1e-06,180.0,0.0,6.109375,10.0,-10.0,6.109375,10.0,-10.0,-0.014311138540506363,0.7071067094802856,-0.7071067094802856,-0.014311138540506363,0.7071067094802856,-0.7071067094802856,701.0,2048.0,373.0,0.0625,701.0,2048.0,373.0,0.0625,0.0,343.875,464.0,292.0,0.0,5.6240707635879517e-05,17.624860763549805,34.450172424316406,10.484173774719238,0.125,41.24971162714064,65.21152274683118,6.469277564436197,0.006588997319340706,50.25082552805543,0.0753760114312172,163.2683809325099,8.821487426757812e-05,1.50289584663403,0.0001970629656460314,1.8388780147619759,33436.0,163.2683809325099,25.59895538945582,58.30178656242788
